Texto en /entradaOCR/IMG_20230615_085201289.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	10	1	1	2	2319	2113	681	142	95.000000	 
4	1	10	1	2	0	0	2255	3000	958	-1	
5	1	10	1	2	1	0	2255	3000	958	95.000000	     
4	1	10	1	3	0	0	3213	3000	304	-1	
5	1	10	1	3	1	0	3213	3000	304	95.000000	   
4	1	10	1	4	0	0	3517	3000	153	-1	
5	1	10	1	4	1	0	3517	886	153	95.000000	 
5	1	10	1	4	2	1779	3517	1221	153	95.000000	 
4	1	10	1	5	0	0	3670	3000	330	-1	
5	1	10	1	5	1	0	3670	3000	330	95.000000	 
2	1	11	0	0	0	267	2115	514	139	-1	
3	1	11	1	0	0	267	2115	514	139	-1	
4	1	11	1	1	0	267	2115	514	139	-1	
5	1	11	1	1	1	267	2115	166	139	48.326248	APP
5	1	11	1	1	2	481	2161	300	85	67.865280	LABEL:
2	1	12	0	0	0	511	2712	1264	76	-1	
3	1	12	1	0	0	511	2712	1264	76	-1	
4	1	12	1	1	0	511	2712	1264	76	-1	
5	1	12	1	1	1	511	2712	1264	76	95.000000	 
2	1	13	0	0	0	1326	3155	1029	218	-1	
3	1	13	1	0	0	1326	3143	1061	233	-1	
4	1	13	1	1	0	1326	3155	1029	218	-1	
5	1	13	1	1	1	1326	3267	278	110	92.507874	CRC
5	1	13	1	1	2	1664	3266	539	209	42.328625	7.089,¢
5	1	13	1	1	3	2244	3143	143	200	0.000000	a
2	1	14	0	0	0	745	3475	1080	363	-1	
3	1	14	1	0	0	745	3475	1080	363	-1	
4	1	14	1	1	0	745	3475	1080	363	-1	
5	1	14	1	1	1	745	3475	613	363	25.225540	wn
5	1	14	1	1	2	1262	3478	563	233	72.255791	NACIONAL

Texto en /entradaOCR/IMG_20230615_081025916.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	0	0	3000	3750	-1	
3	1	1	1	0	0	0	0	3000	3750	-1	
4	1	1	1	1	0	2288	0	712	530	-1	
5	1	1	1	1	1	2288	0	712	530	95.000000	    
4	1	1	1	2	0	2302	530	698	180	-1	
5	1	1	1	2	1	2302	530	698	180	95.000000	    
4	1	1	1	3	0	2302	710	698	113	-1	
5	1	1	1	3	1	2302	710	698	113	95.000000	 
4	1	1	1	4	0	2302	823	698	114	-1	
5	1	1	1	4	1	2302	823	698	114	95.000000	 
4	1	1	1	5	0	2302	937	698	81	-1	
5	1	1	1	5	1	2302	937	698	81	95.000000	 
4	1	1	1	6	0	2310	1018	690	138	-1	
5	1	1	1	6	1	2310	1018	690	138	95.000000	 
4	1	1	1	7	0	2314	1156	686	94	-1	
5	1	1	1	7	1	2314	1156	686	94	95.000000	 
4	1	1	1	8	0	2322	1250	678	136	-1	
5	1	1	1	8	1	2322	1250	678	136	95.000000	 
4	1	1	1	9	0	2326	1386	674	178	-1	
5	1	1	1	9	1	2326	1386	674	178	95.000000	 
4	1	1	1	10	0	2332	1564	668	117	-1	
5	1	1	1	10	1	2332	1564	668	117	95.000000	  
4	1	1	1	11	0	2348	1681	652	119	-1	
5	1	1	1	11	1	2348	1681	652	119	95.000000	  
4	1	1	1	12	0	2354	1800	646	96	-1	
5	1	1	1	12	1	2354	1800	646	96	95.000000	 
4	1	1	1	13	0	2354	1896	646	107	-1	
5	1	1	1	13	1	2354	1896	646	107	95.000000	   
4	1	1	1	14	0	2362	2003	638	136	-1	
5	1	1	1	14	1	2362	2003	638	136	95.000000	 
4	1	1	1	15	0	2362	2139	638	885	-1	
5	1	1	1	15	1	2362	2139	638	885	95.000000	    
4	1	1	1	16	0	0	3024	3000	273	-1	
5	1	1	1	16	1	0	3024	3000	273	95.000000	  
4	1	1	1	17	0	0	3297	3000	156	-1	
5	1	1	1	17	1	0	3297	161	156	95.000000	 
5	1	1	1	17	2	2374	3297	626	156	95.000000	 
4	1	1	1	18	0	0	3453	3000	98	-1	
5	1	1	1	18	1	0	3453	162	98	95.000000	 
5	1	1	1	18	2	2374	3453	626	98	95.000000	 
4	1	1	1	19	0	0	3551	3000	125	-1	
5	1	1	1	19	1	0	3551	162	125	95.000000	 
5	1	1	1	19	2	2374	3551	626	125	95.000000	 
4	1	1	1	20	0	0	3676	3000	74	-1	
5	1	1	1	20	1	0	3676	162	74	95.000000	 
5	1	1	1	20	2	2372	3676	628	74	95.000000	 
2	1	2	0	0	0	1994	104	182	243	-1	
3	1	2	1	0	0	1994	104	182	243	-1	
4	1	2	1	1	0	1994	104	182	243	-1	
5	1	2	1	1	1	1994	104	182	243	95.000000	 
2	1	3	0	0	0	931	369	615	140	-1	
3	1	3	1	0	0	931	367	615	142	-1	
4	1	3	1	1	0	978	369	399	59	-1	
5	1	3	1	1	1	978	370	64	62	8.613747	PB
5	1	3	1	1	2	1162	369	89	59	9.442078	SA
5	1	3	1	1	3	1289	367	88	54	0.000000	GP
4	1	3	1	2	0	931	431	554	38	-1	
5	1	3	1	2	1	931	451	2	5	0.000000	j
5	1	3	1	2	2	975	460	2	4	69.032417	2
5	1	3	1	2	3	1020	437	13	32	42.048294	Ni
5	1	3	1	2	4	1072	446	60	17	30.069221	ag
5	1	3	1	2	5	1206	440	70	19	46.000412	Vy
5	1	3	1	2	6	1294	435	21	27	47.836227	hh
5	1	3	1	2	7	1346	445	24	18	42.994003	ah
5	1	3	1	2	8	1395	448	4	3	38.016762	7
5	1	3	1	2	9	1458	431	27	28	74.022156	ue
4	1	3	1	3	0	931	444	615	65	-1	
5	1	3	1	3	1	931	464	1	3	0.000000	oo
5	1	3	1	3	2	1017	449	109	60	35.873573	Th
5	1	3	1	3	3	1141	451	40	55	47.782917	Aa
5	1	3	1	3	4	1211	444	225	60	8.919838	Meir
5	1	3	1	3	5	1453	448	62	50	36.585960	oat
5	1	3	1	3	6	1543	494	3	4	37.739365	ae
2	1	4	0	0	0	212	599	1936	1507	-1	
3	1	4	1	0	0	287	599	1812	428	-1	
4	1	4	1	1	0	633	599	1069	81	-1	
5	1	4	1	1	1	633	608	615	72	84.591812	SERVICENTRO
5	1	4	1	1	2	1296	599	406	68	29.184952	TARRIZAI
4	1	4	1	2	0	720	718	915	80	-1	
5	1	4	1	2	1	720	726	419	66	67.494247	CARRIZAL.
5	1	4	1	2	2	1225	718	410	80	90.889778	ALAJUELA
4	1	4	1	3	0	623	828	1128	78	-1	
5	1	4	1	3	1	601	842	449	67	88.430664	TRAMITAR
5	1	4	1	3	2	1101	838	224	60	92.969574	SOLO
5	1	4	1	3	3	1371	835	101	59	92.596916	EN
5	1	4	1	3	4	1522	828	229	62	77.132950	BHCR
4	1	4	1	4	0	287	931	1812	96	-1	
5	1	4	1	4	1	287	969	217	58	22.047546	TERM
5	1	4	1	4	2	1680	931	419	65	14.901123	O0123126
3	1	4	2	0	0	212	1040	1899	1065	-1	
4	1	4	2	1	0	333	1040	1770	102	-1	
5	1	4	2	1	1	271	1076	568	67	50.858383	COMERCIOF:
5	1	4	2	1	2	1306	1040	797	81	35.981659	O70412171000000
4	1	4	2	2	0	266	1152	1841	99	-1	
5	1	4	2	2	1	266	1197	188	54	84.349510	VISA
5	1	4	2	2	2	1370	1174	71	35	35.163239	ee
5	1	4	2	2	3	1557	1162	232	44	39.662395	CROP
5	1	4	2	2	4	1826	1159	53	38	38.998562	EF
5	1	4	2	2	5	1905	1155	93	65	88.754517	16
5	1	4	2	2	6	2009	1152	98	64	55.645958	0%
4	1	4	2	3	0	267	1266	1842	104	-1	
5	1	4	2	3	1	267	1308	208	62	0.000000	EXP:
